feature,importance
조용함_score,0.32533769637701904
좌석_score,0.20106154937104823
review_count,0.1503985543406674
체류 적합성_score,0.11190771892287213
rating_score,0.07046721520819677
review_confidence,0.05504776938538089
공부 적합성_score,0.029383293146584406
가격대_score,0.025315765129717137
혼잡도_score,0.016084871783860328
콘센트_score,0.01016766002930049
영업시간_score,0.004827906305353234
와이파이_score,0.0
